Code;Title;Vintage;Size;ABV;Style;Country;Group;Available;Price (inc VAT);Price (ex-VAT);Link
HED96399;Volnay Les Champans Joseph Voillot 2022;2022;75cl;13.5;Red;France;Burgundy;9;85;70.83;https://hedonism.co.uk/product/volnay-les-champans-joseph-voillot-2022
HED96400;Pommard Joseph Voillot 2022;2022;75cl;13;Red;France;Burgundy;19;55;45.83;https://hedonism.co.uk/product/pommard-joseph-voillot-2022
HED96401;Pommard Le Clos Micault Joseph Voillot 2022;2022;75cl;13;Red;France;Burgundy;8;110;91.67;https://hedonism.co.uk/product/pommard-le-clos-micault-joseph-voillot-2022
HED96402;Beaune Aux Coucherias Joseph Voillot 2022;2022;75cl;13;Red;France;Burgundy;28;75;62.5;https://hedonism.co.uk/product/beaune-aux-coucherias-joseph-voillot-2022
HED96405;Bourgogne Pinot Noir Hudelot Baillet 2022;2022;75cl;13;Red;France;Burgundy;47;28;23.33;https://hedonism.co.uk/product/bourgogne-pinot-noir-hudelot-baillet-2022
HED96406;Bourgogne Hautes Cotes de Nuits Rouge Hudelot Baillet 2022;2022;75cl;13.5;Red;France;Burgundy;53;30;25;https://hedonism.co.uk/product/bourgogne-hautes-cotes-de-nuits-rouge-hudelot-baillet-2022
HED96407;Chambolle Musigny Hudelot Baillet 2022;2022;75cl;13.5;Red;France;Burgundy;35;75;62.5;https://hedonism.co.uk/product/chambolle-musigny-hudelot-baillet-2022
HED96408;Chambolle Musigny Les Charmes Hudelot Baillet 2022;2022;75cl;13.5;Red;France;Burgundy;11;100;83.33;https://hedonism.co.uk/product/chambolle-musigny-les-charmes-hudelot-baillet-2022
HED96409;Chambolle Musigny Les Cras Hudelot Baillet 2022;2022;75cl;13.5;Red;France;Burgundy;5;110;91.67;https://hedonism.co.uk/product/chambolle-musigny-les-cras-hudelot-baillet-2022
HED24881;Mount Difficulty Roaring Meg Pinot Noir 2022;2022;75cl;13.5;Red;New Zealand;New Zealand;13;26.4;22;https://hedonism.co.uk/product/mount-difficulty-roaring-meg-pinot-noir-2022
HED96478;Volnay Santenots Thierry Pillot 2022;2022;75cl;13;Red;France;Burgundy;12;80;66.67;https://hedonism.co.uk/product/volnay-santenots-thierry-pillot-2022
HED24907;Cotes du Rhone Mistral Domaine de Ferrand 2022;2022;75cl;14.5;Red;France;Southern Rhone;7;21;17.5;https://hedonism.co.uk/product/cotes-du-rhone-mistral-domaine-de-ferrand-2022
HED24915;City on a Hille Sk`Windjiesvlei Tinta Barocca 2022;2022;75cl;13.5;Red;South Africa;South Africa;6;59.8;49.83;https://hedonism.co.uk/product/city-hille-skwindjiesvlei-tinta-barocca-2022
HED24937;Ataraxia Whole Cluster Pinot Noir 2022;2022;75cl;12.5;Red;South Africa;South Africa;8;58.1;48.42;https://hedonism.co.uk/product/ataraxia-whole-cluster-pinot-noir-2022
HED24939;Gulfi Cerasuolo di Vittoria 2022;2022;75cl;13;Red;Italy;Italy;2;26;21.67;https://hedonism.co.uk/product/gulfi-cerasuolo-di-vittoria-2022
HED96581;Le Difese Tenuta San Guido 2022;2022;75cl;13.5;Red;Italy;Italy;200;30;25;https://hedonism.co.uk/product/le-difese-tenuta-san-guido-2022
HED96582;Le Difese Tenuta San Guido Magnum 2022;2022;150cl;13.5;Red;Italy;Italy;10;60;50;https://hedonism.co.uk/product/le-difese-tenuta-san-guido-magnum-2022
HED96586;Guidalberto Tenuta San Guido 2022;2022;75cl;13.5;Red;Italy;Italy;221;55;45.83;https://hedonism.co.uk/product/guidalberto-tenuta-san-guido-2022
HED96587;Guidalberto Tenuta San Guido Magnum 2022;2022;150cl;13.5;Red;Italy;Italy;2;120;100;https://hedonism.co.uk/product/guidalberto-tenuta-san-guido-magnum-2022
HED96702;Gevrey Chambertin Domaine Fourrier 2022;2022;75cl;13;Red;France;Burgundy;5;110;91.67;https://hedonism.co.uk/product/gevrey-chambertin-domaine-fourrier-2022
HED24971;Hautes Cotes de Nuits Sylvain Cathiard 2022;2022;75cl;13;Red;France;Burgundy;22;85;70.83;https://hedonism.co.uk/product/hautes-cotes-de-nuits-sylvain-cathiard-2022
HED96830;Langhe Nebbiolo Boroli 2022;2022;75cl;14;Red;Italy;Italy;1;30;25;https://hedonism.co.uk/product/langhe-nebbiolo-boroli-2022
HED96893;Chinon Les Graves Fabrice Gasnier 2022;2022;75cl;12.5;Red;France;Loire;8;20.3;16.92;https://hedonism.co.uk/product/chinon-les-graves-fabrice-gasnier-2022
HED96899;I Vigneri Rosso 2022;2022;75cl;13.5;Red;Italy;Italy;5;42;35;https://hedonism.co.uk/product/i-vigneri-rosso-2022
HED26583;Bourgogne Hautes Cotes de Nuits Rouge A F Gros 2022;2022;75cl;13;Red;France;Burgundy;3;35;29.17;https://hedonism.co.uk/product/bourgogne-hautes-cotes-de-nuits-rouge-f-gros-2022
HED26584;Richebourg A F Gros 2022;2022;75cl;13;Red;France;Burgundy;3;850;708.33;https://hedonism.co.uk/product/richebourg-f-gros-2022
HED26585;Vosne Romanee Aux Reas A F Gros 2022;2022;75cl;13.5;Red;France;Burgundy;28;110;91.67;https://hedonism.co.uk/product/vosne-romanee-aux-reas-f-gros-2022
HED26586;Vosne Romanee Maizieres A F Gros 2022;2022;75cl;13.5;Red;France;Burgundy;12;110;91.67;https://hedonism.co.uk/product/vosne-romanee-maizieres-f-gros-2022
HED26595;Primitivo di Manduria Leone di Castris 2022;2022;75cl;15;Red;Italy;Italy;15;25;20.83;https://hedonism.co.uk/product/primitivo-di-manduria-leone-di-castris-2022
HED26600;Chateauneuf du Pape Julien Barrot Barroche Half 2022;2022;37.5cl;15;Red;France;Southern Rhone;60;22;18.33;https://hedonism.co.uk/product/chateauneuf-du-pape-julien-barrot-barroche-half-2022
HED26601;Chateauneuf du Pape Julien Barrot Barroche 2022;2022;75cl;15;Red;France;Southern Rhone;60;40;33.33;https://hedonism.co.uk/product/chateauneuf-du-pape-julien-barrot-barroche-2022
HED26602;Chateauneuf du Pape Julien Barrot Barroche Magnum 2022;2022;150cl;15;Red;France;Southern Rhone;12;85;70.83;https://hedonism.co.uk/product/chateauneuf-du-pape-julien-barrot-barroche-magnum-2022
HED26603;Chateauneuf du Pape Julien Barrot Barroche 300cl 2022;2022;300cl;15;Red;France;Southern Rhone;1;225;187.5;https://hedonism.co.uk/product/chateauneuf-du-pape-julien-barrot-barroche-300cl-2022
HED26604;Liberty Barroche 2022;2022;75cl;15;Red;France;Southern Rhone;240;22;18.33;https://hedonism.co.uk/product/liberty-barroche-2022
HED26611;Ridge Lytton Springs Magnum 2022;2022;150cl;14.5;Red;United States;USA;5;125;104.17;https://hedonism.co.uk/product/ridge-lytton-springs-magnum-2022
HED26612;Ridge Geyserville Magnum 2022;2022;150cl;14.5;Red;United States;USA;4;125;104.17;https://hedonism.co.uk/product/ridge-geyserville-magnum-2022
HED26613;Ridge Lytton Springs 300cl 2022;2022;300cl;14.4;Red;United States;USA;1;275;229.17;https://hedonism.co.uk/product/ridge-lytton-springs-300cl-2022
HED26614;Ridge Geyserville 300cl 2022;2022;300cl;14.5;Red;United States;USA;1;275;229.17;https://hedonism.co.uk/product/ridge-geyserville-300cl-2022
HED26615;Ridge Geyserville Half 2022;2022;37.5cl;14.5;Red;United States;USA;23;33;27.5;https://hedonism.co.uk/product/ridge-geyserville-half-2022
HED26616;Ridge Lytton Springs Half 2022;2022;37.5cl;14.5;Red;United States;USA;24;33;27.5;https://hedonism.co.uk/product/ridge-lytton-springs-half-2022
HED26617;Ridge Three Valleys 2022;2022;75cl;14;Red;United States;USA;46;45;37.5;https://hedonism.co.uk/product/ridge-three-valleys-2022
HED26618;Ridge Geyserville 2022;2022;75cl;14.5;Red;United States;USA;35;60;50;https://hedonism.co.uk/product/ridge-geyserville-2022
HED26619;Ridge Lytton Springs 2022;2022;75cl;14.5;Red;United States;USA;36;60;50;https://hedonism.co.uk/product/ridge-lytton-springs-2022
HED26621;A A Badenhorst Ringmuur Cinsault 2022;2022;75cl;13;Red;South Africa;South Africa;2;50;41.67;https://hedonism.co.uk/product/badenhorst-ringmuur-cinsault-2022
HED97060;Roc Breia Pinot Noir Theo Dancer 2022;2022;75cl;13;Red;France;Burgundy;14;95;79.17;https://hedonism.co.uk/product/roc-breia-pinot-noir-theo-dancer-2022
HED26653;Gevrey Chambertin Benjamin Leroux 2022;2022;75cl;13;Red;France;Burgundy;8;80;66.67;https://hedonism.co.uk/product/gevrey-chambertin-benjamin-leroux-2022
HED26654;Vosne Romanee Benjamin Leroux 2022;2022;75cl;13;Red;France;Burgundy;40;105;87.5;https://hedonism.co.uk/product/vosne-romanee-benjamin-leroux-2022
HED26667;Yabby Lake Block 2 Pinot Noir 2022;2022;75cl;13.5;Red;Australia;Australia;39;80;66.67;https://hedonism.co.uk/product/yabby-lake-block-2-pinot-noir-2022
HED26669;Yabby Lake Single Vineyard Pinot Noir Half 2022;2022;37.5cl;13.5;Red;Australia;Australia;23;23;19.17;https://hedonism.co.uk/product/yabby-lake-single-vineyard-pinot-noir-half-2022
HED97153;Vacheron Sancerre Rouge 2022;2022;75cl;13;Red;France;Loire;6;43;35.83;https://hedonism.co.uk/product/vacheron-sancerre-rouge-2022
HED26689;Nuits St Georges Aux Thorey Sylvain Cathiard 2022;2022;75cl;13;Red;France;Burgundy;3;300;250;https://hedonism.co.uk/product/nuits-st-georges-aux-thorey-sylvain-cathiard-2022
HED26690;Nuits St Georges Sylvain Cathiard 2022;2022;75cl;12.5;Red;France;Burgundy;6;160;133.33;https://hedonism.co.uk/product/nuits-st-georges-sylvain-cathiard-2022
HED26691;Vosne Romanee Aux Reignots Sylvain Cathiard 2022;2022;75cl;;Red;France;Burgundy;3;575;479.17;https://hedonism.co.uk/product/vosne-romanee-aux-reignots-sylvain-cathiard-2022
HED26692;Vosne Romanee En Orveaux Sylvain Cathiard 2022;2022;75cl;13;Red;France;Burgundy;3;575;479.17;https://hedonism.co.uk/product/vosne-romanee-en-orveaux-sylvain-cathiard-2022
HED26767;Boekenhoutskloof The Chocolate Block 600cl 2022;2022;600cl;14.5;Red;South Africa;South Africa;1;375;312.5;https://hedonism.co.uk/product/boekenhoutskloof-chocolate-block-600cl-2022
HED26799;Post Scriptum 2022;2022;75cl;14;Red;Portugal;Portugal;6;26.9;22.42;https://hedonism.co.uk/product/post-scriptum-2022
HED26800;Envinate Lousas Vinas de Aldea 2022;2022;75cl;12.5;Red;Spain;Spain;8;40;33.33;https://hedonism.co.uk/product/envinate-lousas-vinas-de-aldea-2022
HED97176;Barbera d`Alba Aves G.B. Burlotto 2022;2022;75cl;15;Red;Italy;Italy;11;35;29.17;https://hedonism.co.uk/product/barbera-dalba-aves-gb-burlotto-2022
HED97182;Aragon Grenache Theo Dancer 2022;2022;75cl;14.5;Red;France;Southern Rhone;3;95;79.17;https://hedonism.co.uk/product/aragon-grenache-theo-dancer-2022
HED26824;Dolcetto Dogliani Papa Celso Abbona 2022;2022;75cl;14;Red;Italy;Italy;1;28;23.33;https://hedonism.co.uk/product/dolcetto-dogliani-papa-celso-abbona-2022
HED26843;Arbois Trousseau Le Clousot Michel Gahier 2022;2022;75cl;13.5;Red;France;Regional France;6;40;33.33;https://hedonism.co.uk/product/arbois-trousseau-le-clousot-michel-gahier-2022
HED26844;Arbois Trousseau La Vigne du Louis Michel Gahier 2022;2022;75cl;13;Red;France;Regional France;6;40;33.33;https://hedonism.co.uk/product/arbois-trousseau-la-vigne-du-louis-michel-gahier-2022
HED26845;Arbois Trousseau Les Grands Vergers Michel Gahier 2022;2022;75cl;13;Red;France;Regional France;7;45;37.5;https://hedonism.co.uk/product/arbois-trousseau-les-grands-vergers-michel-gahier-2022
HED97326;Pommard Epenots Georges Joillot 2022;2022;75cl;13;Red;France;Burgundy;12;90;75;https://hedonism.co.uk/product/pommard-epenots-georges-joillot-2022
HED26874;Inniskillin Cabernet Franc Icewine Half 2022;2022;37.5cl;9.5;Red;Canada;Canada;5;90;75;https://hedonism.co.uk/product/inniskillin-cabernet-franc-icewine-half-2022
HED26880;Charme Niepoort 2022;2022;75cl;13;Red;Portugal;Portugal;6;75;62.5;https://hedonism.co.uk/product/charme-niepoort-2022
HED26883;Litmus Roy Martin Pinot Noir 2022;2022;75cl;;Red;England;England;6;53;44.17;https://hedonism.co.uk/product/litmus-roy-martin-pinot-noir-2022
HED97502;Petit et Bajan Coteaux Champenois Cuvee Cueillette Privee 2022;2022;75cl;12.5;Red;France;Champagne;11;70;58.33;https://hedonism.co.uk/product/petit-et-bajan-coteaux-champenois-cuvee-cueillette-privee-2022
HED26925;Vosne Romanee Sylvain Cathiard 2022;2022;75cl;13;Red;France;Burgundy;10;175;145.83;https://hedonism.co.uk/product/vosne-romanee-sylvain-cathiard-2022
HED26941;Gaia Agiorgitiko 2022;2022;75cl;14;Red;Greece;Greece;3;25.1;20.92;https://hedonism.co.uk/product/gaia-agiorgitiko-2022
HED26951;Barbera d`Alba Punset 2022;2022;75cl;15;Red;Italy;Italy;5;26;21.67;https://hedonism.co.uk/product/barbera-dalba-punset-2022
HED27067;Cotes du Rhone Jamet 2022;2022;75cl;13;Red;France;Northern Rhone;5;40;33.33;https://hedonism.co.uk/product/cotes-du-rhone-jamet-2022
HED27115;Picaro del Aguila Tinto 2022;2022;75cl;14;Red;Spain;Spain;4;36.9;30.75;https://hedonism.co.uk/product/picaro-del-aguila-tinto-2022
HED27117;Tbilvino Saperavi 2022;2022;75cl;14;Red;Georgia;Georgia;10;25;20.83;https://hedonism.co.uk/product/tbilvino-saperavi-2022
HED97810;Rosso di Montalcino La Gerla 2022;2022;75cl;14;Red;Italy;Italy;138;25;20.83;https://hedonism.co.uk/product/rosso-di-montalcino-la-gerla-2022
HED27139;Heidi Schrock Junge Lowen 2022;2022;75cl;13.5;Red;Austria;Austria;6;22;18.33;https://hedonism.co.uk/product/heidi-schrock-junge-lowen-2022
HED27140;J`Noon Red 2022;2022;75cl;13.5;Red;India;India;2;49.5;41.25;https://hedonism.co.uk/product/jnoon-red-2022
HED27166;Le Volte dell`Ornellaia 2022;2022;75cl;13;Red;Italy;Italy;10;26;21.67;https://hedonism.co.uk/product/le-volte-dellornellaia-2022
HED27169;Patricia Pinot Noir Girlan 2022;2022;75cl;13.5;Red;Italy;Italy;3;25;20.83;https://hedonism.co.uk/product/patricia-pinot-noir-girlan-2022
HED27236;Coume del Mas Quadratur 2022;2022;75cl;14.5;Red;France;Regional France;8;48.9;40.75;https://hedonism.co.uk/product/coume-del-mas-quadratur-2022
HED98186;Gevrey Chambertin Vieilles Vignes Coillot 2022;2022;75cl;13;Red;France;Burgundy;5;60;50;https://hedonism.co.uk/product/gevrey-chambertin-vieilles-vignes-coillot-2022
HED98292;Kistler Sonoma Coast Pinot Noir 2022;2022;75cl;14;Red;United States;USA;36;120;100;https://hedonism.co.uk/product/kistler-sonoma-coast-pinot-noir-2022
HED98293;Kistler Russian River Pinot Noir 2022;2022;75cl;13.5;Red;United States;USA;17;130;108.33;https://hedonism.co.uk/product/kistler-russian-river-pinot-noir-2022
HED27324;Dandelion Vineyards Lionheart of the Barossa Shiraz Half 2022;2022;37.5cl;14.5;Red;Australia;Australia;12;8.3;6.92;https://hedonism.co.uk/product/dandelion-vineyards-lionheart-barossa-shiraz-half-2022
HED27331;Marques de Burgos Roble 2022;2022;75cl;14.5;Red;Spain;Spain;2;18;15;https://hedonism.co.uk/product/marques-de-burgos-roble-2022
HED27338;Dalamara Naoussa 2022;2022;75cl;13;Red;Greece;Greece;5;32;26.67;https://hedonism.co.uk/product/dalamara-naoussa-2022
HED27350;Cos Pithos Rosso 2022;2022;75cl;10.5;Red;Italy;Italy;8;32;26.67;https://hedonism.co.uk/product/cos-pithos-rosso-2022
HED27373;Arbois Les Rouge Pinot Ploussard Les Canons du Jean Julien Crinquand 2022;2022;75cl;;Red;France;Regional France;3;45;37.5;https://hedonism.co.uk/product/arbois-les-rouge-pinot-ploussard-les-canons-du-jean-julien-crinquand-2022
HED27375;Gusbourne Estate Pinot Noir 2022;2022;75cl;13;Red;England;England;2;40;33.33;https://hedonism.co.uk/product/gusbourne-estate-pinot-noir-2022
HED27381;Elephant Hill Pinot Noir 2022;2022;75cl;13.5;Red;New Zealand;New Zealand;24;27.9;23.25;https://hedonism.co.uk/product/elephant-hill-pinot-noir-2022
HED27383;Cloudy Bay Pinot Noir 2022;2022;75cl;;Red;New Zealand;New Zealand;4;36;30;https://hedonism.co.uk/product/cloudy-bay-pinot-noir-2022
HED97669;Gevrey Chambertin Sylvain Cathiard 2022;2022;75cl;12.5;Red;France;Burgundy;6;150;125;https://hedonism.co.uk/product/gevrey-chambertin-sylvain-cathiard-2022
HED27390;Chacra Barda Pinot Noir 2022;2022;75cl;12.5;Red;Argentina;Argentina;10;27.5;22.92;https://hedonism.co.uk/product/chacra-barda-pinot-noir-2022
HED98595;Volnay Laisse Tomber Bastian Wolber 2022;2022;75cl;13;Red;France;Burgundy;9;200;166.67;https://hedonism.co.uk/product/volnay-laisse-tomber-bastian-wolber-2022
HED27419;Gamay Sur Granit Vin de France Laisse Tomber Bastian Wolber 2022;2022;75cl;12.5;Red;France;Burgundy;10;55;45.83;https://hedonism.co.uk/product/gamay-sur-granit-vin-de-france-laisse-tomber-bastian-wolber-2022
HED27423;Bourgogne Rouge Laisse Tomber Bastian Wolber Magnum 2022;2022;150cl;12;Red;France;Burgundy;1;175;145.83;https://hedonism.co.uk/product/bourgogne-rouge-laisse-tomber-bastian-wolber-magnum-2022
HED98807;Penfolds Bin 407 2022;2022;75cl;14.5;Red;Australia;Australia;33;75;62.5;https://hedonism.co.uk/product/penfolds-bin-407-2022
HED27609;Don`t Feed the Ponies The Feather Pinot Meunier 2022;2022;75cl;12;Red;England;England;9;24.5;20.42;https://hedonism.co.uk/product/dont-feed-ponies-feather-pinot-meunier-2022
HED27638;Chianti Classico Brolio Ricasoli 2022;2022;75cl;13.5;Red;Italy;Italy;6;20;16.67;https://hedonism.co.uk/product/chianti-classico-brolio-ricasoli-2022
HED27659;Saint Nicolas de Bourgueil Les Quarterons Amirault 2022;2022;75cl;13;Red;France;Loire;6;30;25;https://hedonism.co.uk/product/saint-nicolas-de-bourgueil-les-quarterons-amirault-2022
HED27664;Von Siebenthal Carabantes 2022;2022;75cl;15.3;Red;Chile;Chile;6;30.4;25.33;https://hedonism.co.uk/product/von-siebenthal-carabantes-2022
HED27687;Timo Mayer Syrah 2022;2022;75cl;13;Red;Australia;Australia;6;52;43.33;https://hedonism.co.uk/product/timo-mayer-syrah-2022
HED27689;Envinate Migan Magnum 2022;2022;150cl;12;Red;Spain;Spain;2;85;70.83;https://hedonism.co.uk/product/envinate-migan-magnum-2022
HED27694;Evening Land Seven Springs La Source Pinot Noir 2022;2022;75cl;;Red;United States;USA;5;103;85.83;https://hedonism.co.uk/product/evening-land-seven-springs-la-source-pinot-noir-2022
HED97664;Marsannay Les Longeroies Charles Audoin 2022;2022;75cl;13;Red;France;Burgundy;36;60;50;https://hedonism.co.uk/product/marsannay-les-longeroies-charles-audoin-2022
HED97665;Coteaux Bourguignons Edouard Confuron 2022;2022;75cl;13;Red;France;Burgundy;12;33;27.5;https://hedonism.co.uk/product/coteaux-bourguignons-edouard-confuron-2022
HED97666;Bourgogne Rouge Edouard Confuron 2022;2022;75cl;13;Red;France;Burgundy;2;38;31.67;https://hedonism.co.uk/product/bourgogne-rouge-edouard-confuron-2022
HED97667;Vosne Romanee Le Pre de la Folie Edouard Confuron 2022;2022;75cl;13;Red;France;Burgundy;6;100;83.33;https://hedonism.co.uk/product/vosne-romanee-le-pre-de-la-folie-edouard-confuron-2022
HED97668;Nuits St Georges Aux Allots Edouard Confuron 2022;2022;75cl;13;Red;France;Burgundy;6;90;75;https://hedonism.co.uk/product/nuits-st-georges-aux-allots-edouard-confuron-2022
HED97670;Vosne Romanee Aux Malconsorts Sylvain Cathiard 2022;2022;75cl;13;Red;France;Burgundy;6;900;750;https://hedonism.co.uk/product/vosne-romanee-aux-malconsorts-sylvain-cathiard-2022
HED97671;Aloxe Corton Ravaut 2022;2022;75cl;13.5;Red;France;Burgundy;36;60;50;https://hedonism.co.uk/product/aloxe-corton-ravaut-2022
HED97672;Gevrey Chambertin Aux Echezeaux Philippe Jouan 2022;2022;75cl;13;Red;France;Burgundy;24;105;87.5;https://hedonism.co.uk/product/gevrey-chambertin-aux-echezeaux-philippe-jouan-2022
HED97673;Vosne Romanee Confuron Gindre 2022;2022;75cl;12.5;Red;France;Burgundy;36;65;54.17;https://hedonism.co.uk/product/vosne-romanee-confuron-gindre-2022
HED93739;Domaine Ott Clos Mireille Rose 600cl 2022;2022;600cl;13.5;Rose;France;Regional France;1;760;633.33;https://hedonism.co.uk/product/domaine-ott-clos-mireille-rose-600cl-2022
HED93825;Domaine Ott Clos Mireille Rose 2022;2022;75cl;13.5;Rose;France;Regional France;98;38.5;32.08;https://hedonism.co.uk/product/domaine-ott-clos-mireille-rose-2022
HED24210;Chene Bleu Rose 2022;2022;75cl;13.5;Rose;France;Southern Rhone;20;25;20.83;https://hedonism.co.uk/product/chene-bleu-rose-2022
HED94076;Domaine Ott Etoile Rose 2022;2022;75cl;13.5;Rose;France;Regional France;17;125;104.17;https://hedonism.co.uk/product/domaine-ott-etoile-rose-2022
HED24262;Ramon Bilbao Lalomba Rosado 2022;2022;75cl;13;Rose;Spain;Spain;1;35.6;29.67;https://hedonism.co.uk/product/ramon-bilbao-lalomba-rosado-2022
HED94423;Domaine Ott Clos Mireille Rose Magnum 2022;2022;150cl;13.5;Rose;France;Regional France;8;100;83.33;https://hedonism.co.uk/product/domaine-ott-clos-mireille-rose-magnum-2022
HED24430;A Rosato Aldobrandesca 2022;2022;75cl;;Rose;Italy;Italy;1;40;33.33;https://hedonism.co.uk/product/rosato-aldobrandesca-2022
HED24523;Ca dei Frati Rosa dei Frati 2022;2022;75cl;12.5;Rose;Italy;Italy;8;25.7;21.42;https://hedonism.co.uk/product/ca-dei-frati-rosa-dei-frati-2022
HED24665;Las Fincas Rosado Chivite 2022;2022;75cl;13.5;Rose;Spain;Spain;7;28.5;23.75;https://hedonism.co.uk/product/las-fincas-rosado-chivite-2022
HED24821;D`Esclans Chateau Rose 2022;2022;75cl;13.5;Rose;France;Regional France;6;53.6;44.67;https://hedonism.co.uk/product/desclans-chateau-rose-2022
HED97180;Cerasuolo d`Abruzzo Valentini 2022;2022;75cl;14;Rose;Italy;Italy;7;125;104.17;https://hedonism.co.uk/product/cerasuolo-dabruzzo-valentini-2022
HED26847;D`Esclans Rock Angel Rose 2022;2022;75cl;13.5;Rose;France;Regional France;66;24.9;20.75;https://hedonism.co.uk/product/desclans-rock-angel-rose-2022
HED26995;Bandol Rose Domaine de la Begude 2022;2022;75cl;12.5;Rose;France;Regional France;8;32;26.67;https://hedonism.co.uk/product/bandol-rose-domaine-de-la-begude-2022
HED27090;Domaine Ott Clos Mireille Rose Half 2022;2022;37.5cl;13.5;Rose;France;Regional France;6;25;20.83;https://hedonism.co.uk/product/domaine-ott-clos-mireille-rose-half-2022
HED27159;Masseria del Pino SuperLuna 2022;2022;75cl;14.5;Rose;Italy;Italy;6;55;45.83;https://hedonism.co.uk/product/masseria-del-pino-superluna-2022
HED27172;D`Esclans Rock Angel Rose Magnum 2022;2022;150cl;;Rose;France;Regional France;5;81.1;67.58;https://hedonism.co.uk/product/desclans-rock-angel-rose-magnum-2022
HED98189;Raventos De Nit Rose 2022;2022;75cl;12;Rose;Spain;Spain;2;28;23.33;https://hedonism.co.uk/product/raventos-de-nit-rose-2022
HED27386;D`Esclans Les Clans 2022;2022;75cl;;Rose;France;Regional France;3;75;62.5;https://hedonism.co.uk/product/desclans-les-clans-2022
HED27387;D`Esclans Rock Angel Rose 300cl 2022;2022;300cl;;Rose;France;Regional France;1;179;149.17;https://hedonism.co.uk/product/desclans-rock-angel-rose-300cl-2022
HED27402;Clos Ste Magdeleine Cotes de Provence Rose 2022;2022;75cl;13;Rose;France;Regional France;31;25;20.83;https://hedonism.co.uk/product/clos-ste-magdeleine-cotes-de-provence-rose-2022
HED27660;D`Esclans Estate Rose 2022;2022;75cl;13.5;Rose;France;Regional France;9;55;45.83;https://hedonism.co.uk/product/desclans-estate-rose-2022
HED98928;Rosa Chiara La Scolca 2022;2022;75cl;12.5;Rose;Italy;Italy;12;27;22.5;https://hedonism.co.uk/product/rosa-chiara-la-scolca-2022
HED23177;Mount Horrocks Cordon Cut Riesling Half 2022;2022;37.5cl;11.5;White;Australia;Australia;2;33.5;27.92;https://hedonism.co.uk/product/mount-horrocks-cordon-cut-riesling-half-2022
HED92651;Testalonga El Bandito Cortez 2022;2022;75cl;12;White;South Africa;South Africa;6;36.2;30.17;https://hedonism.co.uk/product/testalonga-el-bandito-cortez-2022
HED23513;Pequenos Rebentos Alvarinho 2022;2022;75cl;13;White;Portugal;Portugal;13;21.8;18.17;https://hedonism.co.uk/product/pequenos-rebentos-alvarinho-2022
HED93095;Stopham Estate Pinot Gris 2022;2022;75cl;12;White;England;England;1;28.6;23.83;https://hedonism.co.uk/product/stopham-estate-pinot-gris-2022
HED23682;Gonzalez Bastias Naranjo 2022;2022;75cl;12.5;White;Chile;Chile;3;28;23.33;https://hedonism.co.uk/product/gonzalez-bastias-naranjo-2022
HED23750;Vassaltis Assyrtiko 2022;2022;75cl;14;White;Greece;Greece;5;40.7;33.92;https://hedonism.co.uk/product/vassaltis-assyrtiko-2022
HED23782;Vacheron Sancerre 2022;2022;75cl;13;White;France;Loire;9;38;31.67;https://hedonism.co.uk/product/vacheron-sancerre-2022
HED23784;A A Badenhorst Secateurs Chenin Blanc 2022;2022;75cl;13;White;South Africa;South Africa;1;17.4;14.5;https://hedonism.co.uk/product/badenhorst-secateurs-chenin-blanc-2022
HED23810;Civitas Pecorino Lunaria 2022;2022;75cl;13;White;Italy;Italy;6;21.4;17.83;https://hedonism.co.uk/product/civitas-pecorino-lunaria-2022
HED23845;Bourgogne Aligote Sylvain Cathiard 2022;2022;75cl;12;White;France;Burgundy;18;33.2;27.67;https://hedonism.co.uk/product/bourgogne-aligote-sylvain-cathiard-2022
HED23933;Vouvray Sec Chateau Moncontour 2022;2022;75cl;13;White;France;Loire;11;19.5;16.25;https://hedonism.co.uk/product/vouvray-sec-chateau-moncontour-2022
HED23944;Ribolla Gialla Primosic 2022;2022;75cl;12.5;White;Italy;Italy;9;22.5;18.75;https://hedonism.co.uk/product/ribolla-gialla-primosic-2022
HED23966;Gyotaku Mittnacht Freres 2022;2022;75cl;14;White;France;Alsace;4;24.9;20.75;https://hedonism.co.uk/product/gyotaku-mittnacht-freres-2022
HED24023;Sakkie Mouton Revenge of the Crayfish 2022;2022;75cl;13.5;White;South Africa;South Africa;1;42.8;35.67;https://hedonism.co.uk/product/sakkie-mouton-revenge-crayfish-2022
HED24084;Canevel Valdobbiadene Setage Extra Dry 2022;2022;75cl;11;White;Italy;Italy;6;27.2;22.67;https://hedonism.co.uk/product/canevel-valdobbiadene-setage-extra-dry-2022
HED24097;Livio Felluga Sharis 2022;2022;75cl;13;White;Italy;Italy;6;29.7;24.75;https://hedonism.co.uk/product/livio-felluga-sharis-2022
HED24101;Mullineux Old Vines White 2022;2022;75cl;13.5;White;South Africa;South Africa;11;33.9;28.25;https://hedonism.co.uk/product/mullineux-old-vines-white-2022
HED24168;Rudi Pichler Riesling Achleithen Smaragd 2022;2022;75cl;13;White;Austria;Austria;8;79.6;66.33;https://hedonism.co.uk/product/rudi-pichler-riesling-achleithen-smaragd-2022
HED24180;Livio Felluga Pinot Grigio 2022;2022;75cl;13.6;White;Italy;Italy;10;29.9;24.92;https://hedonism.co.uk/product/livio-felluga-pinot-grigio-2022
